date,reference_date,actual,predicted,absolute_error,status
2022-11-28,2022-11-21,4484.999999999998,2853.999999999996,1631.0000000000023,evaluated
2022-11-29,2022-11-22,1892.9999999999989,1918.9999999999995,26.000000000000682,evaluated
2022-11-30,2022-11-23,2294.9999999999995,2011.9999999999982,283.00000000000136,evaluated
2022-12-01,2022-11-24,2805.9999999999977,3382.0000000000023,576.0000000000045,evaluated
2022-12-02,2022-11-25,2494.0000000000005,2240.0,254.00000000000045,evaluated
2022-12-03,2022-11-26,1583.9999999999984,1548.9999999999984,35.0,evaluated
2022-12-04,2022-11-27,444.0,1164.0,720.0,evaluated
2022-12-05,2022-11-28,3467.0,4484.999999999998,1017.9999999999982,evaluated
2022-12-06,2022-11-29,2245.0,1892.9999999999989,352.00000000000114,evaluated
2022-12-07,2022-11-30,1941.9999999999986,2294.9999999999995,353.0000000000009,evaluated
2022-12-08,2022-12-01,3889.000000000004,2805.9999999999977,1083.0000000000064,evaluated
2022-12-09,2022-12-02,2527.0,2494.0000000000005,32.999999999999545,evaluated
2022-12-10,2022-12-03,1639.9999999999993,1583.9999999999984,56.00000000000091,evaluated
2022-12-11,2022-12-04,1512.0,444.0,1068.0,evaluated
2022-12-12,2022-12-05,2305.0,3467.0,1162.0,evaluated
2022-12-13,2022-12-06,2284.0000000000005,2245.0,39.000000000000455,evaluated
2022-12-14,2022-12-07,2033.0000000000005,1941.9999999999986,91.00000000000182,evaluated
2022-12-15,2022-12-08,1573.9999999999986,3889.000000000004,2315.0000000000055,evaluated
2022-12-16,2022-12-09,3067.0,2527.0,540.0,evaluated
2022-12-17,2022-12-10,1287.9999999999989,1639.9999999999993,352.00000000000045,evaluated
2022-12-18,2022-12-11,1656.0,1512.0,144.0,evaluated
2022-12-19,2022-12-12,3144.9999999999977,2305.0,839.9999999999977,evaluated
2022-12-20,2022-12-13,2220.999999999999,2284.0000000000005,63.000000000001364,evaluated
2022-12-21,2022-12-14,2517.0,2033.0000000000005,483.99999999999955,evaluated
2022-12-22,2022-12-15,2918.0000000000005,1573.9999999999986,1344.0000000000018,evaluated
2022-12-23,2022-12-16,2869.0000000000027,3067.0,197.99999999999727,evaluated
2022-12-24,2022-12-17,1183.999999999999,1287.9999999999989,103.99999999999977,evaluated
2022-12-25,2022-12-18,106.0,1656.0,1550.0,evaluated
2022-12-26,2022-12-19,776.0,3144.9999999999977,2368.9999999999977,evaluated
2022-12-27,2022-12-20,3457.999999999999,2220.999999999999,1237.0,evaluated
2022-12-28,2022-12-21,3132.9999999999995,2517.0,615.9999999999995,evaluated
2022-12-29,2022-12-22,2223.0000000000005,2918.0000000000005,695.0,evaluated
2022-12-30,2022-12-23,2341.000000000002,2869.0000000000027,528.0000000000009,evaluated
2022-12-31,2022-12-24,946.0000000000005,1183.999999999999,237.99999999999864,evaluated
