date,actual,baseline,random_forest,evaluated
2022-10-26,2888.0000000000005,3167.000000000001,3172.66889931998,True
2022-10-27,2172.0000000000005,3147.000000000002,3325.5096594077836,True
2022-10-28,220.0,2687.0000000000005,3078.713825195577,True
2022-10-29,1687.000000000001,1795.999999999999,1494.707678835054,True
2022-10-30,1484.0,1340.0,1315.2806220793093,True
2022-10-31,4237.000000000003,4541.999999999999,3795.3723585569346,True
2022-11-01,4441.000000000005,3277.0000000000005,2714.6185200056993,True
2022-11-02,3267.0,2888.0000000000005,3110.251896071926,True
2022-11-03,4135.000000000006,2172.0000000000005,3092.6711144601973,True
2022-11-04,2885.999999999999,220.0,3280.6736446930868,True
2022-11-05,1860.0,1687.000000000001,1637.167003124659,True
2022-11-06,891.0000000000002,1484.0,1611.2439580697082,True
2022-11-07,3886.0,4237.000000000003,4274.190865382637,True
2022-11-08,2301.0,4441.000000000005,3373.6043628609373,True
2022-11-09,2430.0,3267.0,3438.6198462158577,True
2022-11-10,2915.999999999999,4135.000000000006,3191.5680478974336,True
2022-11-11,3067.999999999997,2885.999999999999,3247.73074805663,True
2022-11-12,1584.9999999999989,1860.0,1626.1462713477304,True
2022-11-13,2444.0,891.0000000000002,1263.3613882228885,True
2022-11-14,3663.0,3886.0,3714.058624438484,True
2022-11-15,2898.9999999999977,2301.0,2647.0177675233795,True
2022-11-16,2143.9999999999995,2430.0,2992.207596855252,True
2022-11-17,2968.9999999999977,2915.999999999999,3131.321148807819,True
2022-11-18,2609.0000000000005,3067.999999999997,3008.0743659045374,True
2022-11-19,1272.9999999999982,1584.9999999999989,1542.46701418631,True
2022-11-20,2409.0000000000005,2444.0,1081.338708152958,True
2022-11-21,2853.999999999996,3663.0,3838.739091707895,True
2022-11-22,1918.9999999999995,2898.9999999999977,3128.9370564777805,True
2022-11-23,2011.9999999999984,2143.9999999999995,2649.8993850749357,True
2022-11-24,3382.0000000000023,2968.9999999999977,3236.446297184492,True
2022-11-25,2240.0,2609.0000000000005,2710.196962952391,True
2022-11-26,1548.9999999999984,1272.9999999999982,1512.8152597014155,True
2022-11-27,1164.0,2409.0000000000005,993.4253658008658,True
2022-11-28,4484.999999999998,2853.999999999996,3610.7949686156144,True
2022-11-29,1892.9999999999989,1918.9999999999995,2816.191679140091,True
2022-11-30,2294.9999999999995,2011.9999999999984,2838.5446531124553,True
2022-12-01,2805.9999999999977,3382.0000000000023,3307.0483166612244,True
2022-12-02,2494.0000000000005,2240.0,2680.376528822125,True
2022-12-03,1583.9999999999984,1548.9999999999984,1418.1965193556434,True
2022-12-04,444.0,1164.0,1146.9105315656568,True
2022-12-05,3467.0,4484.999999999998,3334.046529040403,True
2022-12-06,2245.0,1892.9999999999989,2457.2698043423875,True
2022-12-07,1941.9999999999984,2294.9999999999995,2895.4489157030107,True
2022-12-08,3889.000000000004,2805.9999999999977,3164.871610424392,True
2022-12-09,2527.0,2494.0000000000005,2676.2634646902966,True
2022-12-10,1639.999999999999,1583.9999999999984,1454.3747959540453,True
2022-12-11,1512.0,444.0,1220.860526154401,True
2022-12-12,2305.0,3467.0,3719.1600603845286,True
2022-12-13,2284.0000000000005,2245.0,2758.6813468329847,True
2022-12-14,2033.0000000000005,1941.9999999999984,2790.97052826132,True
2022-12-15,1573.9999999999986,3889.000000000004,3107.5141484271244,True
2022-12-16,3067.0,2527.0,2996.8322287334317,True
2022-12-17,1287.9999999999989,1639.999999999999,1523.4372260101002,True
2022-12-18,1656.0,1512.0,1406.6597692030184,True
2022-12-19,3144.9999999999977,2305.0,3219.129414697311,True
2022-12-20,2220.999999999999,2284.0000000000005,2617.8081820595853,True
2022-12-21,2517.0,2033.0000000000005,2805.376913486424,True
2022-12-22,2918.0000000000005,1573.9999999999986,3501.360007648147,True
2022-12-23,2869.0000000000027,3067.0,3057.743606036324,True
2022-12-24,1183.999999999999,1287.9999999999989,1383.9421713147958,True
2022-12-25,106.0,1656.0,1275.4605097402598,True
2022-12-26,776.0,3144.9999999999977,2817.4603961038956,True
2022-12-27,3457.999999999999,2220.999999999999,2722.941492243866,True
2022-12-28,3132.9999999999995,2517.0,2603.5134146260225,True
2022-12-29,2223.0000000000005,2918.0000000000005,3061.6027250701068,True
2022-12-30,2341.000000000002,2869.0000000000027,3233.3114198882768,True
2022-12-31,946.0000000000005,1183.999999999999,1455.1739130591616,True
